nom_complet,siren,nb_sites,nb_departements,departements
LUCULLUS,514261320,3,2,"59, 62"
FRANCK AMEDRO,450534912,2,2,"0[, 59"
EVELYNE KREUTZER (ROSER) (MAISON KREUTZER),380564971,2,2,"0[, 67"
BOUCHERIE CHARCUTIERE FINE BUCHINGER,578503393,2,2,"67, 75"
BOURGOGNE SALAISONS,445333255,2,2,"71, 89"
SALAISONS DU MONT CHARVIN,425012028,2,2,"73, 74"
ORIENTAL KITCHEN,309467397,3,2,"75, 94"
DOUMBEA,438886004,2,2,"75, 91"
SARL LY,454066853,2,2,"77, 93"
DELICE IKBAR,431229251,2,2,"77, 93"
SALAISONS MAURIAC,311198519,2,2,"77, 93"
BERTHET TRAITEUR,401507173,2,2,"01, 69"
MAISON SALIGNAT,440548147,2,2,"01, 69"
MAISON BONDIL,849279336,3,2,"04, 83"
LE SECHOIR DES ALPES,330108812,2,2,"04, 84"
COMPTOIR DES SALAISONS (COMPTOIR DES SALAISONS),488603309,2,2,"05, 13"
MAISON GOURMETON & BONINI,840691489,2,2,"05, 13"
LA TRADITION G'ARDECHOISE,751665027,4,2,"07, 30"
DROME ARDECHE TRADITION (D.A.T.),419239181,2,2,"07, 26"
LAURENT GRILLOT,403533235,2,2,"07, 71"
CHARCUTERIE MOULIN JEAN-MARC,847843976,2,2,"07, 30"
SARL LE MARVILLOIS,392453528,4,2,"08, 55"
LES DELICES COCHONS,803108463,2,2,"09, 11"
DAMIEN GRADOS,377883590,2,2,"10, 89"
STE DE FAIT GRADOS DAMIEN ET ALBAN,377883475,2,2,"10, 89"
MAISON ESCOURROU,313403362,4,2,"11, 31"
MAISON CONQUET,328630140,4,2,"12, 15"
CHARCUTERIE VIDAL,803338250,2,2,"12, 81"
ERIC CHRETIEN,378699763,2,2,"14, 72"
CHRISTOPHE OURCEAU,518767033,2,2,"14, 37"
VIET NAM NEM (VIET NAM NEM),450627674,2,2,"16, 33"
3MT,902809169,2,2,"21, 52"
CHARCUTERIE DE LA HALLE,392342341,2,2,"24, 33"
SAS PATRICK BOUVARD (HERITAGE COMTOIS),413098237,5,2,"25, 90"
SALAISONS COMTOISES,390669091,3,2,"25, 90"
CHARCUTERIE BELLOIS SAS,320130248,3,2,"27, 75"
EMMANUEL GOBLOT,403106065,2,2,"27, 95"
SAS SALLES FLORENT,418657086,3,2,"30, 34"
LA CISSONIERE,822363883,2,2,"30, 84"
SARL MONTMIRAT (LA BOUTIQUE DE MONTMIRAT),920013406,2,2,"30, 48"
LAGUILHON SA,307107037,4,2,"31, 64"
GEORGES-LOUIS SIRGUE,498379445,2,2,"0[, 31"
LABORATOIRE DES TERROIRS GASCONS L.T.G.,439930587,2,2,"31, 65"
SARL LA LOGE AU GRAIN,752455741,2,2,"31, 81"
CHARCUTERIE LEBEL,982460081,2,2,"31, 32"
REMY DUFFOUR,350086823,2,2,"32, 40"
CLEMENT DESLANDES,432505980,3,2,"33, 40"
LES DELICES D'ANTAN,503720799,2,2,"33, 47"
ALAIN COURBIN,413911421,2,2,"33, 47"
BRUNO LAIGUILLON,401301221,2,2,"34, 76"
SARL SOCIETE FANJAUD ACHILLE,319647574,2,2,"34, 81"
CHEZ DUMONT,819009283,9,2,"35, 53"
CHARCUTERIES ARTISANALES PAYS JOSSELIN (CAPJ),378131221,2,2,"35, 56"
ROTISSERIE DU COUESNON,450266952,2,2,"35, 56"
PASCAL GUILLEMOIS,400612529,2,2,"0[, 35"
CHARCUTERIE ARTISANALE VALLEE DE L'INDRE (CAVI),394105845,3,2,"36, 37"
SALAISONS DU CAYON,751779687,3,2,"38, 73"
ETABLISSEMENT BIGNALET,340409796,8,2,"40, 64"
EURL Y. GOLZIO,481123628,3,2,"42, 69"
NADINE SALSON,429225071,2,2,"0[, 43"
SARL PERE LOUIS,395369861,3,2,"49, 72"
LES COCHONS DU VIGNEAU,492531652,3,2,"49, 72"
BOUCHERIE CHARCUTERIE FECHTER,319813879,3,2,"57, 67"
CHARCUTIER EN PICARDIE,521847772,2,2,"60, 80"
POUTS,487664138,3,2,"64, 65"
LE PALAIS DE L'ANDOUILLE,828224188,2,2,"70, 88"
DANIEL VARLET TRAITEUR,319806105,3,2,"72, 78"
CHARLES SOLDE,785513201,2,2,"74, 93"
SARL GILLES VEROT,441152923,2,2,"75, 94"
GASTRONOMIE DU TERROIR (CHARCUTERIE SAINT-GERMAIN),582108809,2,2,"75, 94"
MDL,912132099,2,2,"75, 92"
THIENG HENG,344034988,2,2,"75, 94"
DAVID MONARQUE,493588693,2,2,"75, 94"
FNG,921705182,2,2,"78, 92"
LAUFEN & KHO,421547654,2,2,"23, 94"
LES TCHANQUES (TCHANQUE LA CHIPS D'AQUI - LA CHIPS D'ICI),892050527,2,2,"33, 40"
PHM PRODUCTION,812481992,2,2,"62, 80"
STE INDUSTRIELLE DE TRANSFORMATION DE PRODUITS AGRICOLES (SITPA),435520028,3,2,"88, 92"
S.C.O.P LES VERGERS D'ENTREVAUX,329475503,2,2,"04, 06"
SOCIETE DE PRODUCTION D'EXTRAITS ET SYNTHESE (SPES),352474688,2,2,"13, 30"
FLORINE VANORLE (DANDELIONE),877900407,2,2,"13, 30"
LEA BLANC BRIAND (BLANC) (LA BELLE VERTE),812830073,2,2,"24, 87"
ALAIN MILLIAT,450388228,3,2,"26, 75"
EURL CIDERAL,883491516,2,2,"27, 75"
LE PERCHE AGRICOLE (BY JARDIN),808131007,2,2,"28, 75"
CHARLES GIOVANNINI,323188680,3,2,"0[, 31"
ELISE BEILVERT (SPRENG) (MIXX AND ME),453708349,2,2,"33, 85"
O JUS DE FRUITS,882691629,2,2,"38, 69"
INGREDIENTS D'AFRIQUE (INGREDIENT D'AFRIQUE),922132477,2,2,"44, 56"
AISSATA COUNDIO,823093679,2,2,"60, 75"
RJM CONCEPTION,845355056,2,2,"69, 90"
MURIEL GAVARD-PIVET ([ND]),917647844,4,2,"0[, 74"
DAVID DOS SENTOS LENZA (KUUURE),402270870,2,2,"75, 91"
LE MARAICHEF,388456485,2,2,"02, 75"
AGNES AMAUDRIC DU CHAFFAUT (FAUDOU),502711922,3,2,"04, 13"
BOIRON SURGELATION,401479266,2,2,"07, 26"
FAB CHOUCROUTE R WEBER ET FILS,677380743,2,2,"08, 67"
LUNOR DISTRIBUTION,423110618,2,2,"10, 76"
SOCIETE ANDRE LAURENT,712880087,2,2,"10, 67"
PHENIX EN PROVENCE,905150736,2,2,"13, 84"
NINA FENATEU (LES BEAUX VIVANTS),499250116,3,2,"17, 41"
LA FERME A JULES,509847034,2,2,"17, 75"
GELAGRI-BRETAGNE,307667030,4,2,"22, 29"
LOIC MONFORT (KOKELIKELO),852839802,2,2,"22, 93"
PAUL PETTIGREW (LES EMBELLIES),801118142,2,2,"26, 84"
CHARLY GIRARDON,438340036,2,2,"26, 84"
CHAMPICENTRE,328051917,2,2,"26, 43"
DAREGAL,964202295,3,2,"29, 91"
LENTIN DES GRANDES CAVES,887915510,2,2,"29, 86"
AGRUA (LE MARCHE COUVERT),849240296,2,2,"31, 81"
CABANE & CIE,898988217,2,2,"33, 40"
INN'REALE,920448545,2,2,"33, 63"
CONSERVERIE DES ALPES,840907844,2,2,"38, 73"
MAW (MAISON MARTIN),851020594,2,2,"41, 78"
MARIA DA LUZ BLONDEL DA COSTA,827736547,2,2,"46, 47"
TRUFFUS,848366472,2,2,"46, 82"
BFF,350326484,2,2,"55, 69"
LA CHOUCROUTE DE CAMPAGNE,332201862,2,2,"62, 92"
PLANTIN (PLANTIN),706920212,3,2,"75, 84"
SAS TPO,918339672,2,2,"75, 89"
KEDELAI (KEDELAI),850726498,2,2,"75, 91"
FRANCOIS JEREMIE (VEGEPEI),794151670,2,2,"75, 974"
ROYAL BOURBON INDUSTRIES (RBI),408977288,3,2,"974, 976"
FRUINOV,451129209,3,2,"02, 19"
DELICES D'EPICURE,915358063,2,2,"05, 64"
DU NORD AU SUD,883744526,2,2,"06, 30"
JACQUELINE SHYKOFF (JACQUI S POTIONS),515365039,2,2,"0[, 91"
LUCAS & CO,833222060,2,2,"10, 65"
MAITRE PRUNILLE,380678250,5,2,"13, 47"
COEUR DE FRUIT,485140115,2,2,"13, 66"
SOCIETE DES PRODUITS BERTRAND,954503108,2,2,"13, 92"
BARGUES AGRO INDUSTRIE,338615958,3,2,"24, 46"
LUCIEN GEORGELIN,382510816,2,2,"24, 47"
FRAICHE-CUT,483248860,2,2,"24, 33"
AGRANA FRUIT FRANCE,341826006,2,2,"26, 77"
SOC VERFEUILLE,380468348,3,2,"30, 48"
THIERRY DHYEVRE,498624873,2,2,"34, 67"
DOANA DELICES EXOTIC,841744980,2,2,"34, 70"
SYLVIE TOURNADRE (CHAUDRON) (DOUCEUR DE CONFITURES D ANTAN),812628956,2,2,"34, 63"
HORIZON 36,903498095,3,2,"36, 84"
ELISABETH GACON-CAMOZ ([ND]),917685927,2,2,"0[, 38"
SOIZETTE (SOIZETTE),843953761,2,2,"38, 76"
ROMAIN LEPRETRE (ALCHIMISTE DES CIMES),949825012,2,2,"38, 62"
LES ATELIERS G.C.,834113888,2,2,"41, 70"
LA COUR D'ORGERES,440260933,8,2,"44, 56"
ST DALFOUR SAS,389865817,2,2,"47, 75"
SOPREX,476880505,2,2,"60, 92"
JEAN-LUC FEREY (O POM GOURMANDE),352718084,2,2,"67, 68"
CONFITURES ET TERROIR D 'ALSACE,533064374,2,2,"67, 68"
CHRISTOPHE BURNET,483019147,5,2,"0[, 74"
YVAN PINEL,399355221,3,2,"75, 83"
CONFITURES LA RENARDE (CONFITURES LA RENARDE),902573500,2,2,"75, 92"
LEMON STORY (LEMON STORY),845186535,2,2,"75, 83"
CONFITURE PARISIENNE,811931559,2,2,"75, 77"
LE TEMPS DU SUCRE (LE TEMPS DU SUCRE),832944094,2,2,"76, 80"
DAVID QUEMIN (BOGATO ROUEN),810903997,2,2,"2B, 76"
SYLVIA ASSOUMOU (CONFITURE LESIMPARFAITES),789398252,2,2,"78, 91"
LA SAVEUR D'ABORD,833671423,2,2,"91, 94"
LAURIANE FRISSONG ([ND]),898148283,2,2,"0[, 2A"
MARINE ASTUTO ([ND]),979680931,2,2,"0[, 2A"
972APERO,803190669,2,2,"971, 972"
ANDRE PEYTIER,452411788,2,2,"07, 34"
SARL LA BERGERIE,753140565,2,2,"11, 66"
EJ FRANCE (EJ FRANCE),893720847,2,2,"11, 64"
GRANDES HUILERIES DU MIDI (GHM),423163567,2,2,"13, 34"
A.L.V.A,441940905,4,2,"14, 44"
DAUPHIN PASTOUREAU,884570631,2,2,"19, 24"
ELAYON,913945432,2,2,"22, 35"
LE VIEUX MOULIN ALAIN FARNOUX,414474312,2,2,"26, 84"
ALISEOL S.A.S.,504133752,2,2,"28, 78"
MOULIN DES COSTIERES SARL,417577202,2,2,"30, 75"
LES MOULINS DE VILLEVIEILLE ET PIGNAN (S.C.A.),775956832,2,2,"30, 34"
PRODIA,449426808,3,2,"39, 42"
PHILEOL FRANCE,507909182,2,2,"51, 57"
HUILES BERTIN,322642026,2,2,"56, 60"
SARVAL EST (SARVAL),804406429,2,2,"68, 93"
BUTTERFULL (MANGO BUTTER),824193205,2,2,"91, 971"
JOSEPH COMPAGNAT,508593761,3,2,"03, 0["
HBS (CODEFA LES HUILES D'OLIVE),394957963,2,2,"13, 30"
OLVEA VEGETABLE OILS (LABORATOIRE SOETENAEY - SICTIA) (SICTIA),057808388,2,2,"13, 76"
CHRISTIAN COMBACAU,301250957,2,2,"24, 40"
TRAVERSIER,849952866,2,2,"26, 38"
HUILERIE MELAN MOUTET,912851748,2,2,"51, 83"
SAVEUR DE METS,840097588,2,2,"52, 88"
SOCIETE INDUSTRIELLE DES OLEAGINEUX (SIO),552094625,2,2,"62, 78"
ST HUBERT (SHV),752329318,2,2,"54, 75"
LA LAITIERE DE L'OURCQ,430019992,2,2,"02, 75"
GERENTES (LAITERIE DES MONTS YSSINGELAIS FROMAGERIE DU PLATEAU ARDECHOIS),349578310,4,2,"07, 43"
SOCIETE LAITIERE DES VOLCANS D'AUVERGNE (SLVA),498712983,2,2,"17, 63"
LAITIERE DE BOURGOGNE FRANCHE COMTE (LAITIERE DE BOURGOGNE),819381948,3,2,"21, 52"
PAVETI,915114045,2,2,"22, 56"
LA BERGERIE DE LOZERE,394295448,2,2,"35, 48"
BESSON ET POVEDA,847937232,2,2,"48, 74"
MUMILK (MUMILK),953195583,2,2,"75, 91"
SOCIETE ANTILLAISE DE PRODUCTION DE YAOURTS (SAPY),334807039,2,2,"971, 972"
ELVIR,389297664,2,2,"50, 78"
FROMAGERIE GUILLOTEAU,322927146,3,2,"01, 42"
FROMAPAC,402180541,2,2,"01, 35"
SOC COOP AGRICOLE FROMAGERE VAL D'EPY (SCAF),778407221,2,2,"01, 39"
SOCIETE LAITIERE DE VICHY,450568639,2,2,"03, 42"
FROMAGERIE DE LA DROME,339806143,3,2,"07, 26"
FROMAGERIE DU VIVARAIS,410173751,2,2,"07, 73"
SARL 2A 2C,533825204,2,2,"09, 31"
SOCIETE LAITIERE DE LAQUEUILLE,858201247,2,2,"12, 63"
SOC FROMAGERE DE SAINT GEORGES,392999645,2,2,"12, 48"
"SOCIETE FROMAGERE DU LIVRADOIS (FROMAGERIE THUAIRE,FROMAGERIE DES MONTS DU CEZALLIERET MILLEDOME,LA GENETTE)",317120020,6,2,"15, 63"
LAITERIES H. TRIBALLAT (L.H.T.),583720644,3,2,"18, 75"
FROMAGERIE JACQUES DELIN,379848005,5,2,"21, 52"
SCAF FRUITIERE DE LA VALLEE DU HERISSON,778383968,2,2,"21, 39"
FROMAGERIES PERREAULT,316085620,3,2,"23, 53"
SARL DES MONTS DE JOUX,381368786,10,2,"25, 39"
FROMAGERIES MARCEL PETITE,662820208,8,2,"25, 39"
COOPERATIVE DES MONTS DE JOUX,778275487,8,2,"25, 39"
P.F.C.E.,712820976,8,2,"25, 39"
FROMAGERIES ARNAUD,625880109,5,2,"25, 39"
SASU PATURAGES COMTOIS,509199469,2,2,"25, 70"
LA FROMAGERIE DES ROUSSES,405338112,2,2,"25, 39"
TOUT UN FROMAGE...,511806754,2,2,"27, 76"
ARISTEE,880886544,3,2,"31, 81"
LAITERIE FABRE FRERES SA,314625245,2,2,"31, 81"
BORDELAIT (BORDELAIT),950924274,2,2,"33, 64"
CLOCHE D'OR,544800402,4,2,"37, 41"
SARL FRUITIERE DE DOMESSIN,334805231,2,2,"38, 73"
SOCIETE COOPERATIVE AGRICOLE FROMAGERE FRUITIERE DE LA BRESSE JURASSIENNE (SCAF),778409417,4,2,"39, 71"
FROMAGERIES BRUN,625880398,2,2,"39, 71"
LES AFFINEURS DE VAUDRAGON,910497296,3,2,"42, 69"
FROMAGERIE DU PUY EN VELAY,908184773,3,2,"43, 59"
BRIES DE SAINT REMY,853273134,3,2,"44, 77"
EURIAL FOOD SERVICE & INDUSTRY,815063904,2,2,"44, 85"
FROMAGERIE RENARD-GILLARD,486520125,2,2,"45, 55"
FROMAGERIE DE LA MEIX BIOGAM,334766722,3,2,"54, 57"
LES FROMAGERIES DE BLAMONT,504516246,3,2,"54, 68"
FROMAGERIE DU PAYS WELSCHE,399663210,3,2,"57, 68"
FROMAGERIES DES REGIONS,831481197,2,2,"59, 76"
STE NELLE LAITERIE DE LA MONTAGNE,498175868,2,2,"63, 75"
LA FROMAGERIE DU HAUTACAM,880397815,2,2,"64, 65"
BIODEAL (LACTABIO - VILACTEE - BIODELINE - R'BIO - JEAN ROUSSEY FROMAGER),432985257,2,2,"69, 70"
FROMAGERIE DE L'ORZON,909706483,2,2,"69, 74"
RUPP CHEESE FRANCE,950003186,2,2,"70, 78"
SCHMIDHAUSER,390241875,6,2,"73, 74"
MASSON SA,399256122,5,2,"73, 74"
FROMAGERIE DE LA TOURNETTE - ANCIENNE  MAISON A. THEVENET (F.L.T.),325720498,4,2,"73, 74"
COOP LAITIERE DE YENNE PORTE DE SAVOIE,302957089,3,2,"73, 74"
STE COOP FRUITIERE VAL D ARLY,301164372,2,2,"73, 74"
FROMAVILLE,893004242,2,2,"93, 95"
ANTOINE GIOVANNI (FROMAGERIE FILICAGHJA),410054217,2,2,"0[, 2A"
FROMANTILLES,343719894,3,2,"971, 972"
NUTRI'BABIG,842832685,3,2,"29, 75"
SOCIETE LAITIERE DE PONTIVY,403087729,2,2,"29, 56"
CENTURION MONTAGNE,981100597,2,2,"43, 59"
LA LAITERIE DE PARIS,831822325,3,2,"61, 75"
NICOLAS RAMIN,800557837,2,2,"05, 06"
CC GELATO,493201685,2,2,"06, 83"
MEZIA 07,913867925,2,2,"07, 43"
NCP,383968344,2,2,"10, 26"
SARL DU VIEUX PORT,330403759,2,2,"13, 83"
LA CAMARGUAISE DES GLACES,418607784,2,2,"13, 30"
MAJUVA (ARELATIS),982438921,2,2,"13, 30"
SARL FERME DU BOIS LOUVET,538991654,2,2,"14, 27"
MAISON LAUNAY,949158745,3,2,"17, 33"
ANAMTA (FROZEN CUP),889335501,2,2,"21, 25"
ROMAIN DUTOIT (MUNDO GIVRAE),980149207,2,2,"21, 35"
SOPAGLACE,377672829,2,2,"33, 79"
PINO GELATO,884415795,2,2,"37, 45"
GLACES DE LYON,509022943,2,2,"38, 71"
PAGE (PAGE),824823629,2,2,"38, 69"
LA FRAISERAIE SAS,319252813,11,2,"44, 85"
HAVAS,821122611,3,2,"2B, 59"
BERNARD VANDI (LE CORNET D'OR),312745847,2,2,"69, 74"
VACAS & CO,850261546,2,2,"73, 74"
LES GLACIERS REUNIS,310863113,2,2,"75, 974"
RAUGI COMPANY,883245003,2,2,"2B, 75"
KARIPROD,823309471,2,2,"971, 972"
LE COMPTOIR DU COOKIE (LE COMPTOIR DU COOKIE) (LCDC),953670874,3,2,"01, 71"
PIDY PRODUCTION,419574157,2,2,"01, 59"
BISCUITS SAINT GEORGES,072201114,2,2,"01, 49"
BOUVARD ALINA INDUSTRIE,302456991,2,2,"01, 39"
BISCUITS CANTREAU,546250226,2,2,"01, 85"
TECHNIPAT QUALITY,399950385,2,2,"01, 08"
BISCUITERIE DE LA TOUR D'ALBON,436780217,2,2,"01, 26"
LA COMPAGNIE DU BISCUIT,455203000,2,2,"03, 33"
NATHALIE ZOCCOLA (TIC TOQUE NAT),822637922,3,2,"04, 13"
LISA PELLEGRIN,491800058,3,2,"05, 0["
ANNE PEILLARD (BIOCALTI) (DANS LA CUISINE DE NANOU),879795136,3,2,"10, 51"
NATACHA JOURNOU FREDET (JOURNOU) (LA MERINGUERIE FRANCAISE),799004304,2,2,"10, 77"
KATIA ORIEZ,510645864,2,2,"10, 93"
LA CURE GOURMANDE DEVELOPPEMENT,437485758,7,2,"11, 34"
NADINE MAURRAS (NOCUS) (L'ATELIER DE NATHI),344921457,2,2,"11, 34"
LES BISCOTTES ROGER,701620163,2,2,"13, 83"
LE BISCUIT DE SAINTE MERE EGLISE,522746684,2,2,"14, 50"
LES DELICES,912996733,4,2,"17, 33"
ST MICHEL GUINGAMP,431930932,2,2,"22, 41"
BISCUITERIES DELAUNAY,828729079,2,2,"22, 29"
LAETITIA ROPP (GLOUTONS),523267151,2,2,"22, 67"
BISCUITERIE DE PLESTIN,911946226,2,2,"22, 29"
ST MICHEL CHAMPAGNAC,489070425,2,2,"24, 41"
LYON BISCUIT,320837677,2,2,"26, 75"
MARC TRUCHET,304417439,2,2,"26, 84"
L'ATELIER G,907846372,2,2,"27, 76"
STEPHANE PELVILLAIN,899886915,2,2,"27, 76"
GWENHAELLE DE DIEULEVEULT (DE CASTELLAN) (LES MINIS DE GWENN),532303534,2,2,"28, 44"
SARL BISCUITERIE DE LA PTE,393919584,7,2,"29, 56"
BISCUITERIE LOUIS LE GOFF,300987724,2,2,"29, 56"
BISCUITERIE DE ROCHEFORT,907505838,2,2,"29, 56"
BSGCV,980185813,2,2,"29, 85"
ELAINE ANDERSON (MC MURRAY) (ELAINE ANDERSON),905026241,2,2,"31, 75"
JEAN-PASCAL REMON (LES DOUCEURS DE LA VALLEE),810131102,2,2,"32, 65"
BISCUITERIE LA MERE POULARD,423919299,3,2,"35, 59"
ROUGER PRODUCTION,519677116,2,2,"35, 50"
BISCUITERIE CONFISERIE LOGEAIS PEREZ (ISIRIS) (BCLP),848311817,2,2,"37, 86"
SARL ALPES BISCUITS,382195857,2,2,"38, 74"
ALEXIS DRAIN (LA BISCUITERIE),809984826,2,2,"38, 83"
L.D.M. (L.D.M.),808894406,2,2,"38, 74"
DOUCE COMTOISE,538496076,3,2,"39, 70"
ST MICHEL ST MICHEL CHEF CHEF,500144704,3,2,"41, 44"
ST MICHEL COMMERCY,500144720,2,2,"41, 55"
ST MICHEL AVRANCHES,500144753,2,2,"41, 50"
ST MICHEL GROBOST,383064235,2,2,"41, 58"
BISCUITS HAFNER (HAFNER),393775382,2,2,"42, 78"
LE FONDANT BAULOIS,435329891,6,2,"44, 75"
PLADIS FRANCE,856801519,2,2,"44, 92"
SAVANE BROSSARD,340558840,2,2,"45, 75"
BISCUITS GARDEIL,026620013,2,2,"47, 92"
FRANDEX,411683600,3,2,"49, 85"
BISCUITERIE LA TRINITAINE,301522900,5,2,"0[, 56"
LP PACKAGING,982713356,2,2,"59, 60"
SANDRA GALLONDE (LES DELICES DE CHABINE),878904713,2,2,"60, 75"
MELANIE GUERIN,899301501,2,2,"61, 92"
HELENA RICHINI (LES DELICES D'HELENA),813436508,2,2,"62, 92"
PHILIAL (PAIN D'EPICES MIREILLE OSTER),903412369,5,2,"67, 68"
PAINS D EPICES FORTWENGER S A,917121444,4,2,"67, 68"
LOUISE MONDON (BISCUITERIE DES VOSGES),482057049,3,2,"75, 88"
GREENKIE (GREENKIE),897786950,2,2,"75, 93"
LES COOKIES DE L'ESPACE,978109668,2,2,"75, 93"
ASIE D IVRY,325943124,2,2,"75, 94"
LILI'S BROWNIES,383373107,2,2,"75, 91"
ELISABETH PASTOR,497833053,2,2,"2B, 83"
BALS'ART (BALS'ART),840325054,2,2,"04, 84"
CUISINES AND CO (CAFFE COSI LA TRATTORIA DE BRUNO CAIRONI),404212458,4,2,"10, 83"
ALGALIA,495099459,2,2,"17, 33"
SAISON 5,898469242,2,2,"17, 75"
AMORA MAILLE SOCIETE INDUSTRIELLE (AMSI),311641229,4,2,"21, 92"
AUX DELICES DES CEPAGES,809906639,2,2,"24, 45"
INNOFLOR,404194557,2,2,"29, 34"
CHARBONNEAUX BRABANT SA,335782207,3,2,"30, 51"
DB EUROPE,919758235,2,2,"31, 971"
SARL MIRENTXU,452581416,2,2,"40, 64"
ERIC CORMENIER,327638193,3,2,"54, 57"
VAN HEES,306522178,2,2,"57, 59"
LESIEUR GENERALE CONDIMENTAIRE,437507650,2,2,"59, 75"
MELFOR,322612250,2,2,"67, 68"
FRENCHCRESS,839412095,2,2,"69, 71"
MCCORMICK FRANCE,622980027,6,2,"77, 84"
SEGMA LIEBIG MAILLE,542021993,3,2,"84, 92"
OUZOURI WA OUNONO,981767080,2,2,"93, 976"
JACS DISTRIBUTION SAVOIE,913778247,8,2,"01, 73"
GIRAUDET,339909640,2,2,"01, 38"
JOYFUL LUNCH (JOYFUL LUNCH),841589567,3,2,"02, 75"
AU TEMPS D AVANT,750150351,2,2,"04, 13"
ONECHEF (ONECHEF),811765379,3,2,"06, 83"
AK PAELLA TRAITEUR DES ANGES,981861958,2,2,"06, 2B"
MIKAEL DORE,802016808,2,2,"07, 38"
JACS DISTRIBUTION,852866839,10,2,"10, 77"
CONSERVERIE DU LANGUEDOC,641950084,3,2,"11, 81"
RAYNAL ET ROQUELAURE PROVENCE,444399935,2,2,"12, 84"
RAYNAL ET ROQUELAURE,426080081,2,2,"12, 47"
SOULIE RESTAURATION (SOPAR),427380225,2,2,"12, 92"
PATRICK TERRIER (CHEZ PAT),488642265,2,2,"12, 13"
MAITRE PIERRE,332335165,3,2,"13, 57"
BONCOLAC TRAITEUR,302527619,2,2,"13, 62"
L AVENUE DES SAVEURS (L AVENUE DES SAVEURS) (L AVSAV),849995352,2,2,"13, 83"
SAS FRIAL,319805974,5,2,"14, 75"
DELICECOOK (DELICECOOK),509990461,3,2,"14, 50"
CAP OCEAN,810126060,2,2,"14, 56"
ALLIS,517657243,2,2,"14, 80"
ROBERT FLAMET,401830617,2,2,"19, 24"
CITE MARINE,353786841,4,2,"22, 56"
FARMOR (DOUX FARMOR),433122645,2,2,"22, 29"
LES TOURTES LIMOUSINES,513331538,2,2,"22, 87"
BEENDHI (BEENDHI),534591326,2,2,"26, 75"
AJINOMOTO FROZEN FOODS FRANCE (AFF FRANCE),521823484,2,2,"27, 82"
LASTRE SANS APOSTROPHE,819796525,2,2,"27, 75"
GUYADER TRAITEUR FRAIS,376280384,2,2,"29, 56"
BPC KAMBIO (BPC TRAITEUR - COTE BIO CARTE NATURE),499234334,2,2,"32, 42"
SOCIETE NOUVELLE ASIA FOOD (SNAF),347798134,2,2,"33, 974"
LOUIS JULLIEN (LOUIS JULLIEN),507858579,2,2,"33, 47"
PARI GOURMET,338098718,2,2,"34, 93"
RISO-CONCEPT (MAISON DU RISOTTO),848922977,2,2,"34, 75"
MIX BUFFET TRAITEUR,385044987,3,2,"35, 56"
CAVALIN (LA CONSERVERIE D'ALBAN),897965984,2,2,"35, 44"
BSD PRODUCTION (LES PRODUCTIONS SPECIALISEES),751466244,2,2,"36, 77"
MARTINET,401089461,3,2,"38, 69"
SUSHI SAINT-MARCELLIN,921806956,2,2,"38, 69"
SOCIETE NOUVELLE ROGER DE LYON,441410321,2,2,"39, 69"
CAMPISTRON & GRIHON,331088666,7,2,"40, 74"
FESTINS DE SOLOGNE,405320649,2,2,"41, 89"
SUSHI PARAGON,915109391,2,2,"44, 56"
CITE GOURMANDE,423697440,3,2,"47, 75"
SOC PRODUITS ALIMENT CAUDRY,317563054,2,2,"59, 92"
N.G.O SUSHI,821194099,2,2,"59, 80"
GELAE,313151466,3,2,"62, 76"
PRELYS,811097500,2,2,"64, 75"
LE COEUR D'ALSACE (LE GOUT DU TERROIR),539749457,9,2,"67, 68"
NEW BOCO,920334844,2,2,"67, 68"
BRETZELS MORICETTES MFP POULAILLON,377744651,3,2,"68, 70"
BOCAGE RESTAURATION,337703334,3,2,"69, 86"
CHARLES CHRIST,808634075,2,2,"72, 75"
11H59,882139603,3,2,"75, 92"
DELI PLANETE,538630245,2,2,"75, 94"
COOKISTA,523544864,2,2,"75, 94"
HOA NAM,322325184,2,2,"75, 94"
PASTA NOSTRANA,395346273,2,2,"75, 94"
FITZ PROD,908892987,2,2,"75, 92"
CL LABO,489632612,2,2,"75, 83"
XIUYING LI,478132616,2,2,"75, 93"
ASPASIA BUI KIM KHUE,330339177,3,2,"77, 93"
SORAIA BEATRIZ ANDRADE TAVARES (ANDRADE TAVARES),845201383,2,2,"78, 91"
T.L.T.,818279606,2,2,"78, 95"
ARADI UN MOMENT DE PLAISIR (ARADI),905068615,2,2,"91, 93"
IN&OUT,918334954,2,2,"92, 95"
KINN D,849056056,2,2,"93, 95"
GUYMARGUA RESTAURATION,898275821,5,2,"972, 973"
COSELDIET (CSD),344619929,2,2,"11, 34"
NESTLE HEALTH SCIENCE FRANCE (NHS FRANCE),319543948,2,2,"14, 92"
YOOJI,753718923,2,2,"33, 47"
CERECO,381364959,2,2,"35, 79"
MON BEBE BIO ET MOI (MON BEBE BIO ET MOI),829744804,2,2,"38, 69"
DSCOD LABORATOIRE,903943256,3,2,"45, 49"
NUTRILOGIST,948634381,2,2,"49, 90"
ATLANTIC NATURE (NAT & FORM),407509066,3,2,"56, 83"
BIOFARMA FRANCE,919226506,2,2,"56, 85"
GGF (GGF),499272979,2,2,"60, 80"
